chr1	20749976	20786252	2	2	1	1	0	22
chr1	20749976	20787194	2	2	1	1	0	16
chr1	23030635	23050386	1	1	1	54	0	49
chr1	30981406	31005852	2	2	1	3	0	22
chr1	30981406	31006993	2	2	1	0	1	3
chr1	30981406	31028795	2	2	1	2	0	50
chr1	30992661	30995053	2	2	1	35	0	49
chr1	31911827	31918969	2	2	1	127	0	48
chr1	31911827	31937986	2	2	1	7	1	34
chr1	31915988	31918969	2	2	1	1258	2	50
chr1	31915988	31937986	2	2	1	2	0	34
chr1	41048891	41113282	2	2	1	2	0	48
chr1	41070722	41075218	2	2	1	108	0	50
chr1	41070722	41113282	2	2	1	4	0	50
chr1	44750565	44753131	1	1	1	90	0	50
chr1	44750565	44753732	1	1	1	16	0	48
chr1	44753255	44753732	1	1	1	146	0	50
chr1	44753834	44754749	1	1	1	128	1	49
chr1	44753834	44756042	1	1	1	1	0	33
chr1	44753856	44754749	1	1	1	1	0	17
chr1	53594991	53600100	2	2	1	19	0	47
chr1	65913357	65918596	1	1	1	30	0	48
chr1	112649470	112659021	1	1	1	5	0	44
chr1	112649470	112667073	1	1	1	1	0	43
chr1	151306364	151315572	2	2	1	2	0	35
chr1	151307802	151315572	2	2	1	120	0	49
chr1	151307802	151326171	2	2	1	3	0	42
chr1	151307802	151327270	2	2	1	1	0	28
chr1	151310256	151315572	2	2	1	32	0	45
chr1	151316510	151318834	2	2	1	1	0	46
chr1	151316510	151324744	2	2	1	22	0	49
chr1	151316510	151326171	2	2	1	51	0	49
chr1	151316510	151327270	2	2	1	53	0	49
chr1	155822477	155853275	2	2	1	3	0	26
chr1	155827029	155853275	2	2	1	22	0	50
chr1	155827029	155857146	2	2	1	1	0	45
chr1	155832951	155853275	2	2	1	2	0	46
chr1	155850885	155853275	2	2	1	3	0	29
chr1	155853807	155857146	2	2	1	9	0	49
chr1	155853807	155857152	2	2	1	6	0	44
chr1	155853807	155857158	2	2	1	5	0	32
chr1	172131289	172253572	1	1	1	1	0	46
chr1	179997176	180011928	1	1	1	2	0	35
chr1	180003288	180006453	1	1	1	29	0	49
chr1	203707224	203707861	1	1	1	698	1	50
chr1	247155693	247159005	2	2	1	7	1	43
chr1	247155696	247159005	2	2	1	12	0	47
chr2	54982654	54987490	2	2	1	2053	0	50
chr2	61522684	61537561	2	2	1	5	0	38
chr2	72731246	72733070	2	2	1	121	0	48
chr2	72731246	72741303	2	2	1	2	0	47
chr2	73088750	73088878	2	2	1	157	0	49
chr2	201145433	201149002	1	1	1	90	0	48
chr2	201145433	201149005	1	1	1	1	0	16
chr2	230417666	230462434	1	1	1	1	0	33
chr3	31533313	31579808	1	1	1	1	0	30
chr3	31576505	31579808	1	1	1	192	0	49
chr3	50065127	50066241	1	1	1	13	0	49
chr3	61562373	61748877	1	1	1	37	0	49
chr3	61622545	61622970	1	1	1	23	0	48
chr3	61623141	61623447	1	1	1	20	0	50
chr3	61623141	61631818	1	1	1	1	0	29
chr3	142724732	142748257	1	1	1	25	0	47
chr3	142724732	142777631	1	1	1	2	0	18
chr3	142736534	142748257	1	1	1	54	1	49
chr3	170136666	170171372	2	2	1	1	0	7
chr4	1901252	1904215	1	1	1	303	0	50
chr4	37631524	37638446	2	2	1	1	0	17
chr4	87046287	87046694	1	1	1	86	0	49
chr4	87046287	87046698	1	1	1	1	0	17
chr4	128891138	129039040	2	2	1	1	0	7
chr4	152411873	152412479	2	2	1	29	0	49
chr4	152411873	152534940	2	2	1	3	0	39
chr4	176687928	176729532	2	2	1	1	0	15
chr4	176711651	176729532	2	2	1	1	0	41
chr5	65926807	66012048	1	1	1	5	0	47
chr5	95752351	95763507	1	1	1	16	3	43
chr5	95755542	95763507	1	1	1	2	0	44
chr5	95755762	95763507	1	1	1	623	7	50
chr5	95756240	95763507	1	1	1	2	0	42
chr5	177532642	177547167	2	2	1	0	2	3
chr6	4776808	4891712	1	1	1	12	0	44
chr6	4890127	4891712	1	1	1	12	0	3
chr6	4892380	4935514	1	1	1	68	0	50
chr6	4892380	4935580	1	1	1	4	0	42
chr6	47253522	47309415	2	2	1	2	0	41
chr6	47284393	47285943	2	2	1	3	0	49
chr6	47284433	47285943	2	2	1	87	0	48
chr6	87216378	87218595	1	1	1	59	0	48
chr6	87216378	87233324	1	1	1	1	0	24
chr6	158580996	158605266	1	1	1	1	0	21
chr7	23597606	23611170	1	1	1	3	0	46
chr7	23597613	23611172	1	1	1	1	0	12
chr7	23598052	23611170	1	1	1	6	0	48
chr7	23604280	23611170	1	1	1	8	0	48
chr7	23611554	23642930	1	1	1	29	0	48
chr7	35638473	35694183	2	2	1	4	0	23
chr7	35667589	35694183	2	2	1	14	0	46
chr7	100015727	100023418	1	1	1	45	0	49
chr7	100015727	100029860	1	1	1	2	0	42
chr7	100019350	100023418	1	1	1	3	0	31
chr7	100023462	100023551	1	1	1	4	0	43
chr7	100023933	100024153	1	1	1	69	0	50
chr7	100024308	100029860	1	1	1	56	0	49
chr7	100024308	100033304	1	1	1	2	0	25
chr7	100806570	100812746	2	2	1	1	0	34
chr7	100807581	100812746	2	2	1	190	0	50
chr7	100812995	100813094	2	2	1	245	0	50
chr7	100813209	100813651	2	2	1	204	0	50
chr7	100813209	100817191	2	2	1	1	0	22
chr7	100813717	100813918	2	2	1	253	0	50
chr7	105014536	105040838	1	1	1	40	1	46
chr7	105038200	105040838	1	1	1	20	0	48
chr7	105038526	105040838	1	1	1	1	1	10
chr7	148829849	148846469	2	2	1	6	0	41
chr7	148832751	148846469	2	2	1	51	0	50
chr7	148832751	148846496	2	2	1	9	0	33
chr7	148832751	148884163	2	2	1	2	0	40
chr7	148837001	148846469	2	2	1	3	0	47
chr7	148846597	148847181	2	2	1	2	0	25
chr7	148846599	148847181	2	2	1	84	0	48
chr7	148847306	148870577	2	2	1	1	0	34
chr7	148847306	148883935	2	2	1	1	0	36
chr7	148847306	148884163	2	2	1	8	0	48
chr7	155665254	155700772	1	1	1	1	0	37
chr8	37762701	37765525	1	1	1	1	0	18
chr8	37762759	37765525	1	1	1	18	0	45
chr8	37765634	37765710	1	1	1	90	0	36
chr8	37765747	37766279	1	1	1	115	0	47
chr8	37766325	37781527	2	2	1	1	0	43
chr8	37766356	37766481	1	1	1	4	0	46
chr8	37766356	37767826	1	1	1	12	0	49
chr8	37766356	37772754	1	1	1	139	0	50
chr8	140846679	140890542	2	2	1	3	0	50
chr9	4118882	4286037	2	2	1	4	0	40
chr9	4118882	4299420	2	2	1	4	0	33
chr9	4125942	4286037	2	2	1	12	0	46
chr9	4286524	4299420	2	2	1	17	0	50
chr9	35490173	35555059	1	1	1	5	0	39
chr9	35539109	35555059	1	1	1	1	0	19
chr9	37422806	37425921	1	1	1	4	0	38
chr9	37424976	37425921	1	1	1	236	1	50
chr9	110942169	111038166	2	2	1	6	0	49
chr9	110942169	111038166	2	2	1	6	0	49
chr9	110972221	111011547	2	2	1	1	43	17
chr9	110972221	111037840	2	2	1	1	43	42
chr9	125332630	125337017	1	1	1	122	0	50
chr9	125335253	125337017	1	1	1	2	0	34
chr9	125337096	125337220	1	1	1	107	0	48
chr9	125337569	125341176	1	1	1	1	0	41
chr9	125337569	125346818	1	1	1	4	0	12
chr9	125337592	125341176	1	1	1	172	0	49
chr10	31319134	31461036	1	1	1	7	0	43
chr10	31319293	31461036	1	1	1	96	0	49
chr10	31319293	31495778	1	1	1	1	0	46
chr10	31320699	31461036	1	1	1	2	0	36
chr10	31321533	31461036	1	1	1	1	0	18
chr10	31908927	31910524	2	2	1	73	0	40
chr10	72338312	72340788	2	2	1	56	0	49
chr10	72340869	72340984	2	2	1	108	2	50
chr10	72340903	72340984	2	2	1	2	0	50
chr10	72341171	72343365	2	2	1	78	0	48
chr10	101673674	101676340	2	4	1	43	3	49
chr10	101673674	101694380	2	2	1	1	0	39
chr10	124917273	124942456	1	1	1	18	2	48
chr10	124927270	124942456	1	1	1	2	0	20
chr10	124940548	124942456	1	1	1	25	0	47
chr10	124943308	124962286	1	1	1	3	0	46
chr10	124943308	124966593	1	1	1	59	0	49
chr11	77619696	77624962	2	2	1	4	0	35
chr11	77622674	77624962	2	2	1	439	0	50
chr11	77622674	77629762	2	2	1	1	0	25
chr11	77625071	77625716	2	2	1	458	10	50
chr11	77625071	77629762	2	2	1	1	0	22
chr11	77625816	77629762	2	2	1	17	11	47
chr11	77625819	77629762	2	2	1	435	0	50
chr11	77625819	77637589	2	2	1	1	0	3
chr11	130261030	130261255	2	2	1	1	0	26
chr12	12203401	12244261	2	2	1	29	0	46
chr12	12203401	12266680	2	2	1	3	0	40
chr12	12244656	12266680	2	2	1	21	0	49
chr12	116111513	116237467	2	2	1	69	0	47
chr12	116226535	116236820	2	2	1	1	0	48
chr12	116230533	116236820	2	2	1	9	0	49
chr12	116230533	116237467	2	2	1	5	0	29
chr12	116230623	116236820	2	2	1	9	0	45
chr12	120153910	120154969	2	2	1	25	1	46
chr12	120155041	120155240	2	2	1	44	0	49
chr12	120155431	120155591	2	2	1	56	0	50
chr12	120155720	120156460	2	2	1	36	0	49
chr12	132734461	132735405	2	2	1	2	0	41
chr12	132734497	132735405	2	2	1	4	0	39
chr12	132734576	132735405	2	2	1	86	0	50
chr13	32518004	32537005	2	2	1	3	0	22
chr14	20343202	20343277	2	2	1	796	63	47
chr14	20343688	20344931	1	1	1	29	0	49
chr14	102039733	102040235	1	1	1	27	0	49
chr14	102040411	102040597	1	1	1	55	0	50
chr14	102040440	102040597	1	1	1	4	0	43
chr14	102040674	102041573	1	1	1	29	0	49
chr15	25375764	25438488	2	2	1	6	0	44
chr15	25405503	25411907	2	2	1	8	0	42
chr15	25405503	25438488	2	2	1	19	0	43
chr15	41621299	41696074	1	1	1	2	0	32
chr15	41660526	41696074	1	1	1	2	0	30
chr16	3810780	3850296	2	2	1	82	0	49
chr16	3851010	3856704	2	2	1	1	0	37
chr16	3851010	3879831	2	2	1	29	4	49
chr16	80633237	80684537	2	2	1	9	0	45
chr16	80685130	80804149	2	2	1	6	0	30
chr16	85556364	85633913	1	1	1	3	0	44
chr16	85556364	85648551	1	1	1	5	1	42
chr16	85611532	85648551	1	1	1	1	1	4
chr16	85634133	85648551	1	1	1	1	0	38
chr17	45454273	45475099	2	2	1	1	0	45
chr17	45458440	45475099	2	2	1	6	0	49
chr17	45468594	45475099	2	2	1	90	1	50
chr17	45475727	45475887	2	2	1	2	0	34
chr17	45475727	45477637	2	2	1	12	0	49
chr17	45475727	45477776	2	2	1	1	0	44
chr17	45475727	45477804	2	2	1	1	0	35
chr17	45475727	45477899	2	2	1	87	0	50
chr17	45475727	45482436	2	2	1	1	0	8
chr17	45476074	45477899	2	2	1	2	0	44
chr17	47661179	47669677	1	1	1	1	0	12
chr17	77280807	77402058	1	1	1	0	4	3
chr17	77281555	77402058	1	1	1	0	14	5
chr17	77307198	77402058	1	1	1	14	4	49
chr17	77319804	77402058	1	1	1	2	0	24
chr17	77319804	77402336	1	1	1	0	2	3
chr17	77319804	77487481	1	1	1	3	0	41
chr17	77320349	77402058	1	1	1	191	14	50
chr17	77322671	77402058	1	1	1	0	2	4
chr17	77323812	77402058	1	1	1	1	0	48
chr17	77373553	77402058	1	1	1	76	0	49
chr17	77374138	77402058	1	1	1	0	4	3
chr17	77376399	77402058	1	1	1	6	2	45
chr17	77400591	77402058	1	1	1	1	0	6
chr17	77402704	77482143	1	1	1	356	0	50
chr17	82563549	82568053	1	1	1	106	0	49
chr17	82563549	82571723	1	1	1	4	0	34
chr18	9577192	9614225	2	2	1	1	0	45
chr19	12897057	12943859	2	2	1	1	0	15
chr19	12925175	12928341	2	2	1	137	0	48
chr19	12928458	12928534	2	2	1	174	0	49
chr19	12928458	12928572	2	2	1	3	0	24
chr19	12928598	12928754	2	2	1	3	0	22
chr19	12928664	12928754	2	2	1	159	0	50
chr19	12928848	12930222	2	2	1	142	0	50
chr19	17075875	17101659	1	1	1	2	0	5
chr19	17102558	17103256	1	1	1	3	0	49
chr19	17102558	17145396	1	1	1	51	0	48
chr19	18533348	18539550	2	2	1	2	0	31
chr19	18537774	18541678	2	2	1	3	0	36
chr19	18538434	18539370	2	2	1	144	7	50
chr19	18538437	18539370	2	2	1	422	0	49
chr19	18538437	18541678	2	2	1	1	0	25
chr19	18539460	18539550	2	2	1	592	1	50
chr19	18539460	18539604	2	2	1	2	0	45
chr19	18539721	18541678	2	2	1	429	0	50
chr19	40580937	40586743	1	1	1	2	0	33
chr19	40580937	40586773	1	1	1	7	0	45
chr19	40582467	40583397	1	1	1	172	1	50
chr19	40582467	40583403	1	1	1	3	0	36
chr19	40583486	40583600	1	1	1	162	1	50
chr19	40583718	40586743	1	1	1	1	0	33
chr19	40583718	40586773	1	1	1	118	0	49
chr19	47409548	47416651	2	2	1	5	0	19
chr19	47414816	47416651	2	2	1	2	0	28
chr19	47414867	47416651	2	2	1	6	0	42
chr19	47415093	47416651	2	2	1	1	0	26
chr19	47415102	47416651	2	2	1	141	0	49
chr19	47416703	47416803	2	2	1	174	0	49
chr19	47416964	47417177	2	2	1	129	1	50
chr19	47417351	47419069	2	2	1	41	0	50
chr20	62139906	62140817	2	2	1	1347	11	50
chr20	63775963	63789820	2	2	1	18	0	48
chr21	7833816	8444899	1	1	1	0	12	20
chr21	8123909	8443110	1	1	1	0	173	13
chr21	8146337	8441193	1	1	0	0	34	13
chr21	8209692	8988233	1	1	1	0	184	49
chr21	8209710	8988251	1	1	1	0	56	50
chr21	8209726	8988170	2	2	1	0	696	26
chr21	8209738	8442796	1	1	0	0	9	47
chr21	8209738	8988279	1	1	1	0	589	50
chr21	8209748	8988174	2	2	1	0	114	46
chr21	8209757	8988313	2	2	1	0	14	43
chr21	8209764	8988174	2	2	1	0	43	15
chr21	8209769	8988170	2	2	1	0	291	47
chr21	8209769	8988249	2	2	1	0	67	37
chr21	8211319	8441146	2	2	0	0	46	18
chr21	8212711	8444489	2	2	0	0	7	38
chr21	8212713	8442106	1	1	0	0	6	47
chr21	8212715	8443217	2	2	0	0	9	45
chr21	8212725	8640855	2	2	1	0	27	15
chr21	8213935	8441193	1	1	1	0	170	47
chr21	8213954	8441212	2	2	1	0	655	50
chr21	8213968	8441151	2	2	1	0	415	49
chr21	8213972	8441230	1	1	1	0	59	49
chr21	8213972	8444899	1	1	1	0	9	46
chr21	8213982	8441156	1	1	1	0	12	34
chr21	8213982	8441240	1	1	1	0	141	48
chr21	8214038	8442368	1	1	1	0	31	12
chr21	8214057	8441146	2	2	1	0	112	46
chr21	8214057	8441151	2	2	1	1	1171	33
chr21	8214057	8441163	2	2	1	0	48	47
chr21	8214057	8441171	2	2	1	0	188	34
chr21	8214057	8441216	2	2	0	0	7	19
chr21	8214070	8441151	2	2	1	0	860	30
chr21	8214070	8441304	2	2	1	0	213	23
chr21	8214073	8441144	1	1	0	0	7	14
chr21	8214073	8441156	1	1	1	0	26	50
chr21	8214073	8441161	1	1	1	0	55	47
chr21	8214073	8441202	1	1	1	0	2015	35
chr21	8214073	8441344	1	1	1	0	37	27
chr21	8214086	8441205	1	1	1	0	48	49
chr21	8214086	8441259	1	1	1	0	84	18
chr21	8214086	8441344	1	1	1	0	77	42
chr21	8214089	8441293	2	2	1	0	40	38
chr21	8214089	8441311	2	2	1	0	103	42
chr21	8214110	8441205	1	1	1	0	160	35
chr21	8214110	8441208	1	1	1	0	32	45
chr21	8214110	8443110	1	1	0	0	23	50
chr21	8214119	8441144	1	1	1	0	47	50
chr21	8214167	8441425	1	1	1	0	166	50
chr21	8214207	8441465	2	2	1	0	2032	49
chr21	8214243	8441156	1	1	1	0	73	48
chr21	8214243	8441501	1	1	1	0	204	49
chr21	8214251	8441197	1	1	1	0	41	49
chr21	8214251	8441509	1	1	1	0	277	50
chr21	8214256	8441518	1	1	1	0	154	45
chr21	8214266	8441524	1	1	1	0	1699	50
chr21	8214277	8441535	2	2	1	0	1163	50
chr21	8214290	8441548	1	1	1	0	123	50
chr21	8214302	8441205	1	1	1	0	3626	47
chr21	8214302	8441446	1	1	0	0	14	48
chr21	8214318	8441202	1	1	1	0	1252	43
chr21	8214318	8441446	1	1	0	0	6	47
chr21	8214318	8441453	1	1	0	0	8	23
chr21	8214318	8441556	1	1	0	0	5	31
chr21	8214318	8442706	1	1	0	0	12	49
chr21	8214326	8441425	1	1	0	0	4	43
chr21	8214331	8441381	1	1	0	0	4	46
chr21	8214331	8441453	1	1	0	0	5	33
chr21	8214331	8441475	1	1	0	0	8	32
chr21	8214331	8441493	1	1	0	0	6	32
chr21	8214340	8441344	1	1	0	0	7	50
chr21	8214370	8441453	1	1	1	0	240	46
chr21	8214370	8441493	1	1	1	0	96	47
chr21	8214370	8441501	1	1	1	0	24	46
chr21	8214370	8441518	1	1	1	0	142	46
chr21	8214370	8441524	1	1	1	0	17	44
chr21	8214380	8441598	1	1	1	0	225	28
chr21	8214437	8441681	2	2	1	0	179	14
chr21	8214465	8441689	2	2	1	0	6	18
chr21	8214640	8444891	2	2	0	0	8	29
chr21	8214653	8441389	1	1	0	0	9	17
chr21	8214709	8441151	2	2	1	0	36	44
chr21	8214709	8441869	2	2	1	0	10	40
chr21	8214709	8442852	2	2	0	0	8	14
chr21	8214851	8441389	1	1	0	0	4	12
chr21	8214860	8441506	2	2	0	0	6	49
chr21	8214862	8442045	2	2	0	0	9	45
chr21	8215276	8441893	1	1	1	0	47	50
chr21	8215319	8441151	2	2	1	0	105	48
chr21	8215319	8442470	2	2	0	0	6	46
chr21	8215319	8442489	2	2	0	0	10	15
chr21	8215375	8442416	1	1	0	0	15	12
chr21	8215417	8442680	2	2	1	0	144	49
chr21	8215448	8442711	2	2	1	0	990	50
chr21	8215453	8442643	1	1	0	0	4	24
chr21	8215459	8441381	1	1	0	0	8	14
chr21	8215472	8442654	2	2	0	0	12	43
chr21	8215477	8442637	1	1	0	0	20	47
chr21	8215477	8442700	1	1	0	0	14	49
chr21	8215490	8442637	1	1	0	0	5	38
chr21	8215497	8603614	2	2	1	0	995	48
chr21	8215501	8441879	1	1	0	0	4	14
chr21	8215517	8442780	2	2	1	0	322	48
chr21	8215530	8442664	2	2	0	0	8	46
chr21	8215533	8442796	1	1	1	0	493	50
chr21	8215537	8442654	2	2	0	0	4	36
chr21	8215552	8442815	1	1	1	0	2054	50
chr21	8215558	8441151	2	2	1	0	810	49
chr21	8215558	8442759	2	2	0	0	12	32
chr21	8215558	8445528	2	2	0	0	10	43
chr21	8215568	8442711	2	2	0	0	15	47
chr21	8215574	8442847	2	2	0	0	16	50
chr21	8215606	8442769	1	1	0	0	7	22
chr21	8215606	8442869	1	1	1	0	3210	50
chr21	8215616	8442671	1	1	0	0	7	32
chr21	8215616	8442693	1	1	0	0	5	41
chr21	8215616	8442700	1	1	0	0	4	37
chr21	8215616	8442721	1	1	0	0	4	21
chr21	8215616	8442778	1	1	0	0	4	32
chr21	8215635	8442368	1	1	0	0	26	50
chr21	8215635	8442637	1	1	0	0	12	49
chr21	8215635	8442721	1	1	0	0	27	49
chr21	8215635	8442769	1	1	0	0	8	50
chr21	8215671	8442934	2	2	1	0	5609	50
chr21	8215703	8442637	1	1	0	0	15	49
